Name,Artist,Album,Duration,Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Wind Of Change,Scorpions,Crazy World,312360,False,78,0.0,1.0,4.0,0.315,0.452,0.524,0.0,0.103,-10.108,0.0351,0.246,151.505,OldMetal
(sic),Slipknot,Slipknot (10th Anniversary Edition),199880,True,63,7.0,1.0,4.0,0.000536,0.38,0.994,0.00128,0.0956,-4.638,0.124,0.267,96.325,OldMetal
Slaughter Of The Soul,At The Gates,Slaughter Of The Soul,183093,False,49,7.0,1.0,4.0,1.61e-06,0.131,0.975,0.914,0.0862,-7.228,0.118,0.393,79.467,OldMetal
Heartwork,Carcass,Heartwork,273120,False,44,4.0,0.0,4.0,1.17e-06,0.196,0.995,0.0499,0.27,-4.887,0.105,0.177,91.047,OldMetal
Beg To Differ,Prong,Beg To Differ,254973,False,34,5.0,1.0,4.0,0.00678,0.5670000000000001,0.627,0.274,0.14,-12.229,0.0607,0.7040000000000001,94.869,OldMetal
Thunderstruck,AC/DC,The Razors Edge,292880,False,82,4.0,1.0,4.0,0.000147,0.502,0.89,0.0117,0.217,-5.175,0.0364,0.259,133.52,OldMetal
Transilvanian Hunger,Darkthrone,Transilvanian Hunger,369760,False,26,4.0,0.0,4.0,0.0176,0.271,1.0,0.438,0.394,-4.902,0.133,0.0217,138.501,OldMetal
I'm With Stupid,Static-X,Wisconsin Death Trip,204626,True,53,7.0,1.0,4.0,8.690000000000001e-05,0.551,0.982,0.00038,0.219,-5.207999999999998,0.0898,0.491,138.064,OldMetal
Infinite,Forbidden,Twisted Into Form,355800,False,32,11.0,1.0,4.0,0.00204,0.295,0.994,0.0166,0.14300000000000002,-4.711,0.314,0.0678,95.921,OldMetal
Fear of the Dark - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),438120,False,70,2.0,0.0,4.0,0.000739,0.308,0.866,0.00141,0.232,-5.671,0.059,0.227,109.825,OldMetal
River Runs Red,Life Of Agony,River Runs Red,114680,False,43,2.0,1.0,4.0,0.0017,0.258,0.928,0.0034,0.375,-5.098,0.106,0.353,163.58,OldMetal
Locust Star,Neurosis,Through Silver In Blood,348640,False,40,9.0,0.0,4.0,2.71e-05,0.29,0.7170000000000001,0.816,0.706,-9.439,0.0556,0.236,110.271,OldMetal
Holy Wars...The Punishment Due - Remastered 2004,Megadeth,Rust In Peace,392600,False,65,11.0,1.0,4.0,0.00177,0.325,0.985,0.107,0.35100000000000003,-3.941,0.151,0.221,125.307,OldMetal
Loco,Coal Chamber,Coal Chamber,254693,True,57,6.0,1.0,4.0,0.00178,0.4970000000000001,0.914,0.00105,0.258,-6.532,0.0601,0.16,133.738,OldMetal
I Am The Black Wizards,Emperor,In The Nightside Eclipse,360840,False,44,0.0,1.0,4.0,7.68e-05,0.146,0.947,0.905,0.185,-5.707999999999998,0.0838,0.0891,104.353,OldMetal
Ordinary Story,In Flames,Colony (Reissue 2014),256333,False,0,3.0,1.0,4.0,1.31e-05,0.439,0.983,0.319,0.183,-4.9110000000000005,0.123,0.262,156.977,OldMetal
Du riechst so gut,Rammstein,Herzeleid,289266,False,62,3.0,1.0,4.0,0.00035800000000000003,0.67,0.755,0.244,0.344,-7.416,0.031,0.813,111.984,OldMetal
New Millennium Cyanide Christ,Meshuggah,Chaosphere (Reloaded),335666,False,0,10.0,0.0,4.0,0.000241,0.377,0.964,0.0021100000000000003,0.131,-5.182,0.124,0.166,149.872,OldMetal
Wolverine Blues,Entombed,Wolverine Blues,133066,False,44,10.0,0.0,1.0,0.0004570000000000001,0.348,0.973,0.7809999999999999,0.135,-4.8180000000000005,0.0716,0.374,152.235,OldMetal
Punishment,Biohazard,Urban Discipline,284066,False,46,6.0,0.0,4.0,0.00128,0.298,0.983,5.6299999999999986e-05,0.78,-6.566,0.464,0.106,89.62899999999998,OldMetal
Voice of the Soul,Death,The Sound of Perseverance - Reissue,223933,False,57,7.0,0.0,3.0,0.000926,0.158,0.5720000000000001,0.893,0.14400000000000002,-6.292999999999998,0.0346,0.34700000000000003,79.176,OldMetal
Lunchbox,Marilyn Manson,Portrait Of An American Family,272800,True,50,9.0,1.0,4.0,0.00442,0.452,0.952,0.121,0.302,-6.499,0.218,0.305,168.065,OldMetal
Davidian,Machine Head,Burn My Eyes,296626,False,57,7.0,1.0,3.0,0.000535,0.278,0.937,0.118,0.227,-6.952000000000001,0.168,0.29,154.244,OldMetal
Bring Your Daughter... to the Slaughter - 2015 Remaster,Iron Maiden,No Prayer for the Dying (2015 Remaster),283693,False,49,9.0,1.0,4.0,0.0282,0.281,0.916,3.16e-06,0.157,-4.676,0.0655,0.532,146.645,OldMetal
Spit It Out,Slipknot,Slipknot (10th Anniversary Edition),159773,True,64,7.0,1.0,4.0,0.0309,0.331,0.946,5.62e-06,0.254,-4.599,0.0775,0.534,139.965,OldMetal
Stinkfist,TOOL,Ænima,312120,False,65,0.0,1.0,4.0,0.000174,0.28600000000000003,0.728,0.8370000000000001,0.133,-6.608,0.0616,0.467,171.454,OldMetal
Got The Time,Anthrax,Persistence Of Time,164266,False,34,10.0,0.0,4.0,0.000611,0.42,0.911,0.00255,0.0539,-10.098,0.102,0.458,127.671,OldMetal
Jotun,In Flames,Whoracle (Reissue 2014),234573,False,0,0.0,0.0,4.0,3.14e-05,0.371,0.993,0.679,0.171,-3.028,0.0767,0.141,150.072,OldMetal
Wild One,Dio,Lock Up The Wolves,248666,False,38,9.0,1.0,4.0,4.94e-05,0.35,0.8959999999999999,0.0255,0.309,-10.907,0.0574,0.493,115.065,OldMetal
You Can't Bring Me Down,Suicidal Tendencies,Lights...Camera...Revolution,348093,True,53,4.0,0.0,4.0,0.00195,0.281,0.958,4.69e-05,0.0915,-10.798,0.375,0.0381,136.851,OldMetal
Sugar,System Of A Down,System Of A Down,153800,True,27,1.0,1.0,4.0,0.0016699999999999998,0.451,0.889,0.00215,0.258,-2.693,0.261,0.586,131.07299999999998,OldMetal
Last Man Standing,HammerFall,Any Means Necessary,270233,False,59,2.0,0.0,4.0,0.0447,0.5329999999999999,0.8029999999999999,0.0,0.392,-6.702000000000001,0.0376,0.165,109.998,OldMetal
Big Gun,AC/DC,Backtracks,259413,False,60,9.0,1.0,4.0,0.00555,0.569,0.901,0.26,0.16,-5.197,0.0544,0.8390000000000001,133.194,OldMetal
Sober,TOOL,Undertow,306853,True,67,2.0,1.0,4.0,0.000183,0.385,0.6729999999999999,0.15,0.0699,-8.182,0.0329,0.187,149.27200000000005,OldMetal
Black,Sevendust,Sevendust (Definitive Edition),248906,True,53,1.0,1.0,4.0,1.33e-05,0.565,0.968,0.188,0.08900000000000001,-5.165,0.0568,0.693,108.003,OldMetal
Painkiller,Judas Priest,Painkiller,365826,False,65,1.0,0.0,4.0,0.000195,0.435,0.987,0.0847,0.268,-4.667,0.16,0.101,103.16,OldMetal
Bored,Deftones,Adrenaline,245973,False,54,2.0,1.0,4.0,0.00039,0.365,0.5379999999999999,0.0869,0.198,-6.9510000000000005,0.035,0.314,79.863,OldMetal
Afraid to Shoot Strangers - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),416560,False,54,6.0,0.0,3.0,0.00325,0.279,0.8170000000000001,0.0346,0.0855,-5.331,0.0458,0.366,156.64,OldMetal
Suite-Pee,System Of A Down,System Of A Down,151733,True,61,0.0,1.0,4.0,0.0022,0.263,0.89,0.00348,0.306,-2.9130000000000003,0.177,0.28600000000000003,190.389,OldMetal
Refuse / Resist,Sepultura,Chaos A.D.,199226,True,56,2.0,1.0,4.0,0.000288,0.475,0.953,0.00337,0.104,-6.95,0.147,0.224,118.033,OldMetal
War Ensemble,Slayer,Seasons In The Abyss,291733,False,50,8.0,1.0,4.0,7.65e-05,0.332,0.988,0.0126,0.055,-4.1110000000000015,0.146,0.097,98.878,OldMetal
Ænema,TOOL,Ænima,399266,True,62,0.0,1.0,3.0,0.00193,0.335,0.8490000000000001,0.256,0.0928,-6.9270000000000005,0.319,0.256,181.701,OldMetal
Stone the Crow,DOWN,Nola,282506,False,57,11.0,0.0,4.0,0.0139,0.444,0.911,0.00955,0.0868,-6.117000000000001,0.0398,0.556,106.437,OldMetal
Symphony Of Destruction,Megadeth,Countdown To Extinction,246733,False,71,4.0,0.0,4.0,0.000805,0.61,0.8909999999999999,0.0928,0.0657,-5.452000000000001,0.0587,0.51,139.903,OldMetal
Night Crawler,Judas Priest,Painkiller,344360,False,53,6.0,0.0,4.0,0.000148,0.481,0.981,0.0555,0.14400000000000002,-6.456,0.14300000000000002,0.102,97.106,OldMetal
Push It,Static-X,Wisconsin Death Trip,154906,False,64,0.0,1.0,4.0,0.000393,0.557,0.978,4.42e-06,0.287,-3.965,0.0493,0.499,149.887,OldMetal
Tears of the Dragon - 2001 Remastered Version,Bruce Dickinson,Balls To Picasso (2001 Remastered Version),384013,False,62,4.0,0.0,4.0,0.00386,0.496,0.62,1.47e-06,0.114,-7.457999999999998,0.0265,0.279,140.06,OldMetal
Hellraiser,Motörhead,March Or Die,275160,False,47,11.0,1.0,4.0,3.24e-05,0.5379999999999999,0.835,2.7000000000000004e-06,0.219,-7.637,0.0265,0.667,97.958,OldMetal
Roots Bloody Roots,Sepultura,Roots,212253,False,60,4.0,0.0,4.0,0.000337,0.428,0.8740000000000001,0.0419,0.311,-6.664,0.128,0.261,119.708,OldMetal
Forty Six & 2,TOOL,Ænima,363066,False,66,0.0,0.0,4.0,0.00155,0.375,0.682,0.6,0.0897,-6.901,0.0364,0.391,159.231,OldMetal
Moneytalks,AC/DC,The Razors Edge,225946,False,64,7.0,1.0,4.0,0.0008410000000000001,0.649,0.903,0.000351,0.122,-3.677,0.0318,0.412,121.841,OldMetal
Dark Secrets,No name faces,Dark Secrets,312600,False,33,2.0,1.0,4.0,7.66e-06,0.602,0.862,0.221,0.141,-5.863,0.0332,0.403,99.995,NewBlood
Dead and Gone,Devil's Cut,Dead and Gone,163000,False,30,2.0,0.0,4.0,4.94e-05,0.501,0.956,0.0,0.063,-4.4030000000000005,0.0522,0.487,100.045,NewBlood
Sleight of Hand,Softspoken,Sleight of Hand,226500,False,32,1.0,0.0,4.0,0.00306,0.51,0.939,0.0,0.457,-4.534,0.0515,0.355,106.988,NewBlood
Suffer More,Bather,Suffer More,254399,False,23,0.0,1.0,4.0,3.82e-06,0.102,0.875,0.4270000000000001,0.711,-3.796,0.0806,0.171,84.139,NewBlood
Burn,Fragile Hearts,Burn,190870,True,26,1.0,1.0,4.0,0.00775,0.459,0.986,0.000364,0.0723,-2.93,0.337,0.218,169.94099999999997,NewBlood
Dead Ends,Nicolas Cage Fighter,Dead Ends,201962,True,31,1.0,1.0,4.0,1.7e-06,0.22,0.884,0.948,0.0768,-7.053,0.0814,0.311,83.215,NewBlood
fourpercent,To Kill Achilles,fourpercent,174004,False,29,1.0,1.0,4.0,2.22e-05,0.303,0.932,1.99e-06,0.414,-9.859,0.173,0.128,197.158,NewBlood
The Suffering,Moments,Is There a Cure?,269786,False,23,1.0,1.0,4.0,0.00012,0.118,0.964,0.139,0.337,-4.06,0.436,0.107,200.003,NewBlood
Jaded Eyes (feat. Xersize),Writing The Future,Jaded Eyes (feat. Xersize),223476,True,32,1.0,0.0,4.0,0.000169,0.474,0.992,1.22e-05,0.0849,-3.434,0.115,0.521,155.03799999999995,NewBlood
Kid Forever,Show Me Your Universe,Kid Forever,219493,False,27,5.0,1.0,4.0,0.0031,0.224,0.936,0.208,0.184,-7.164,0.147,0.104,78.988,NewBlood
Comforting Lies // Unpleasant Truths,Dissonants,Comforting Lies // Unpleasant Truths,226285,True,25,2.0,1.0,3.0,6.43e-05,0.251,0.977,0.0,0.0839,-3.68,0.101,0.16,175.232,NewBlood
Confined,Neverland In Ashes,Confined,233841,False,27,7.0,1.0,4.0,0.00013000000000000002,0.368,0.892,0.00123,0.5660000000000001,-10.343,0.0654,0.114,194.978,NewBlood
Self Affliction,Ursus,Self Affliction,243066,True,17,8.0,1.0,4.0,1.59e-05,0.363,0.976,0.0268,0.332,-3.902,0.106,0.298,175.062,NewBlood
Loved & Lost,Glass Heart,Loved & Lost,244500,False,26,11.0,0.0,4.0,0.000186,0.499,0.905,0.0,0.07200000000000001,-9.354,0.0585,0.418,110.019,NewBlood
You Are No Exception,Godeater,You Are No Exception,164482,False,23,6.0,1.0,4.0,7.08e-05,0.422,0.919,0.0,0.213,-6.811,0.0694,0.111,112.352,NewBlood
Imperfection,Bury Me Alive,Imperfection,210574,True,37,11.0,0.0,4.0,0.000251,0.527,0.913,0.00271,0.0697,-2.838,0.0753,0.499,140.05100000000002,NewBlood
Deep Cove,INSPIRIT,Deep Cove,142280,False,32,11.0,0.0,4.0,1.42e-05,0.44,0.989,0.00201,0.34600000000000003,-4.177,0.0941,0.317,75.008,NewBlood
The Run Was Worth the Risk,Bigzzad,The Run Was Worth the Risk,227720,False,14,9.0,1.0,4.0,0.000273,0.467,0.925,0.00414,0.368,-7.576,0.0958,0.223,120.003,NewBlood
Quintessence,Stepping Sideways,Quintessence,205800,False,17,2.0,0.0,4.0,0.000147,0.32299999999999995,0.983,0.000978,0.116,-3.98,0.116,0.0998,160.002,NewBlood
"Misery, Killing Me",No Sons of Mine,"Misery, Killing Me",200987,False,14,1.0,1.0,4.0,8.690000000000001e-05,0.263,0.967,0.205,0.133,-3.87,0.127,0.265,114.998,NewBlood
Worth,Inferious,Worth,213600,False,24,9.0,0.0,4.0,2.46e-06,0.389,0.982,0.949,0.419,-3.696,0.1,0.26,75.043,NewBlood
Hardline,Heruin,Hardline,186031,False,19,0.0,0.0,4.0,7.63e-05,0.419,0.965,0.253,0.461,-4.063,0.0791,0.339,160.004,NewBlood
Requiem for a Dream,Viscaya,Requiem for a Dream,219230,False,32,1.0,1.0,4.0,0.000377,0.476,0.785,0.0,0.123,-6.935,0.0446,0.124,129.983,NewBlood
Ground Zero,Signals,Death in Divide,174162,False,23,11.0,0.0,4.0,0.0088,0.403,0.963,0.0013,0.0478,-4.214,0.159,0.248,185.058,NewBlood
Scarred,Sakoya,Scarred,260201,False,18,2.0,1.0,4.0,2.47e-05,0.35600000000000004,0.937,0.000114,0.123,-7.3370000000000015,0.0732,0.239,192.039,NewBlood
Guided,Changing Tides,Guided,253147,False,28,7.0,1.0,4.0,0.000104,0.388,0.835,0.232,0.116,-9.856,0.051,0.295,136.032,NewBlood
The River Flows,Everture,The River Flows,260390,False,41,4.0,1.0,4.0,5.820000000000001e-05,0.457,0.911,0.000116,0.107,-4.731,0.0542,0.28800000000000003,152.019,NewBlood
"Hate the Player, Not the Game",Galleons,"Hate the Player, Not the Game",219290,False,39,4.0,0.0,4.0,0.000337,0.483,0.937,2.19e-05,0.0765,-3.068,0.0502,0.406,99.983,NewBlood
Hellfire,The Curse Within,Hellfire,243658,True,29,5.0,0.0,4.0,0.000152,0.508,0.985,0.0798,0.273,-5.3870000000000005,0.105,0.158,102.493,NewBlood
Funeral,LONELYOUTH,Funeral,240008,False,33,2.0,0.0,4.0,0.00014,0.616,0.888,1.95e-05,0.0709,-3.717,0.0416,0.617,120.025,NewBlood
Son,Daze of June,Son,252927,False,47,1.0,0.0,3.0,0.000297,0.188,0.971,0.0,0.0733,-3.1060000000000003,0.121,0.358,86.666,NewBlood
As Long As You Love Me,Speak for the Silent,As Long As You Love Me,254014,False,23,8.0,1.0,4.0,3.1e-05,0.387,0.965,0.018000000000000002,0.318,-2.0780000000000003,0.0821,0.256,139.91,NewBlood
Hollow,Bloodhounds,Drip Fed,181935,False,22,7.0,1.0,4.0,0.000402,0.413,0.987,3.99e-06,0.344,-3.364,0.0765,0.397,154.984,NewBlood
The Devil,The Last Element,The Devil,194142,True,41,4.0,0.0,4.0,0.00123,0.439,0.908,3.39e-06,0.0982,-6.051,0.0691,0.344,139.892,NewBlood
Death Whistle,Deep as Ocean,Death Whistle,193124,False,33,6.0,1.0,4.0,0.000352,0.5770000000000001,0.961,0.00377,0.379,-5.471,0.0772,0.476,120.024,NewBlood
I Don't Know You,ODC,I Don't Know You,221987,False,40,5.0,0.0,4.0,0.000189,0.421,0.949,0.00994,0.448,-2.215,0.0932,0.27,148.048,NewBlood
Today,Dead Defined,Today,203940,False,24,8.0,1.0,4.0,4.59e-05,0.547,0.914,0.0,0.38,-6.074,0.0455,0.636,108.031,NewBlood
Rage All Over,WARGASM (UK),Rage All Over,212714,True,44,7.0,1.0,4.0,0.00112,0.563,0.944,0.00012,0.293,-7.633999999999999,0.0923,0.35,106.483,NewBlood
Truth Hurts,Glass Tides,Truth Hurts,201375,True,47,5.0,1.0,4.0,6.77e-05,0.34600000000000003,0.987,1.78e-06,0.0836,-4.192,0.0888,0.14400000000000002,179.873,NewBlood
Cure 4 Psycho,RedHook,Cure 4 Psycho,157749,True,47,1.0,1.0,4.0,7.57e-05,0.573,0.949,0.0179,0.28300000000000003,-3.138,0.142,0.652,96.0,NewBlood
Requiem,The Gloom In The Corner,Ultima Pluvia,268886,True,39,1.0,1.0,3.0,5.36e-05,0.34600000000000003,0.856,0.0,0.126,-5.167999999999998,0.0467,0.319,93.87,NewBlood
Cycles,Steven Neevs,Cycles,250316,True,36,5.0,0.0,4.0,8.72e-05,0.41,0.991,6.86e-05,0.0712,-4.074,0.08800000000000001,0.104,104.929,NewBlood
Runner Up,North of Never,Overdue for a Miracle,222856,False,25,2.0,1.0,4.0,0.000454,0.417,0.899,2.93e-05,0.0439,-5.079,0.0895,0.254,140.131,NewBlood
Create a God,Bashdown,Create a God,176794,True,34,9.0,0.0,4.0,0.00216,0.561,0.91,0.000657,0.119,-2.9130000000000003,0.188,0.569,160.039,NewBlood
Left Behind,DAMN NATION,Left Behind,193190,False,40,5.0,0.0,4.0,8.540000000000003e-05,0.531,0.904,0.000166,0.12,-6.199,0.0728,0.51,115.019,NewBlood
Blood Hails Steel - Steel Hails Fire,Megaton Sword,Blood Hails Steel - Steel Hails Fire,390870,False,31,6.0,0.0,4.0,0.000377,0.515,0.925,0.133,0.142,-6.146,0.0453,0.411,140.109,NewBlood
Your Misery,Archetypes Collide,Your Misery,202285,False,35,1.0,1.0,4.0,1.02e-05,0.447,0.913,0.0706,0.0767,-4.842,0.0551,0.254,140.055,NewBlood
Is Survived By,Boundaries,Your Receding Warmth,178946,True,42,2.0,1.0,4.0,1.7e-05,0.511,0.937,0.378,0.32,-5.06,0.0755,0.197,95.069,NewBlood
Journey of a Dead Man (Day Three),FreeHowling,Journey of a Dead Man (Day Three),171249,True,21,8.0,1.0,4.0,8.120000000000001e-05,0.431,0.958,0.00927,0.521,-3.48,0.0993,0.159,74.422,NewBlood
Heroes Are Hopeless,Carpathia,Heroes Are Hopeless,213844,False,23,11.0,1.0,4.0,0.0576,0.479,0.8190000000000001,1.84e-06,0.11,-4.246,0.0497,0.267,124.843,NewBlood
On the Wings of an Owl (Hypnosis),Autumn Skies,On the Wings of an Owl (Hypnosis),254266,True,39,0.0,0.0,4.0,0.000579,0.233,0.971,0.0,0.319,-3.474,0.241,0.2,156.09,NewBlood
Tapeworm,Kissing Candice,Tapeworm,161000,False,41,8.0,1.0,4.0,0.000233,0.5770000000000001,0.956,0.00413,0.0916,-4.5680000000000005,0.121,0.0803,129.971,NewBlood
whentheresnobullettobite,Born a New,dura vita,172312,True,29,9.0,1.0,4.0,9.64e-05,0.364,0.98,0.0,0.0622,-3.144,0.17,0.505,74.987,NewBlood
Towards the End,All Wasted,Towards the End,228813,False,24,9.0,1.0,4.0,1.56e-05,0.418,0.967,0.557,0.337,-4.691,0.0631,0.354,92.998,NewBlood
Welcome to the Show,Everlit,Welcome to the Show,179623,False,21,8.0,1.0,4.0,0.00103,0.624,0.972,0.0,0.229,-2.059,0.044,0.6609999999999999,101.951,NewBlood
Nobody's Favorite,Vertilizar,Nobody's Favorite,236000,True,34,6.0,1.0,4.0,7.66e-06,0.426,0.961,0.18,0.118,-2.859,0.066,0.344,95.0,NewBlood
Take Me There,As Everything Unfolds,Take Me There,221855,False,46,1.0,0.0,4.0,0.0023,0.466,0.938,1.69e-06,0.232,-5.176,0.0703,0.287,85.539,NewBlood
Social Suicide,Bad/Love,Social Suicide,235682,True,46,8.0,1.0,4.0,4.81e-05,0.381,0.95,0.0,0.394,-5.075,0.171,0.272,169.05900000000003,NewBlood
No One's Above,Abbie Falls,No One's Above,213733,True,46,10.0,1.0,4.0,1.41e-05,0.193,0.994,0.879,0.234,-3.387,0.136,0.0701,90.022,NewBlood
A Night in Hell,Deathbeds AU,A Night in Hell,212142,True,37,3.0,1.0,4.0,5.4899999999999986e-05,0.396,0.968,0.494,0.263,-4.322,0.131,0.17800000000000002,161.02100000000004,NewBlood
Resilience 鼡,October Ends,Zodiac,206724,True,47,6.0,1.0,4.0,2.9e-05,0.41,0.948,0.0145,0.274,-4.981,0.153,0.4970000000000001,145.018,NewBlood
Empty,Flight Risk,Empty,176956,False,32,8.0,1.0,4.0,0.0032,0.518,0.823,0.0,0.362,-3.738,0.0402,0.376,138.017,NewBlood
Right Here,TIMELESS,Right Here,213600,False,33,4.0,0.0,4.0,2.64e-05,0.535,0.8959999999999999,0.0714,0.104,-6.7810000000000015,0.0369,0.514,125.066,NewBlood
River of Denial,My Perfect End,River of Denial,231080,False,33,1.0,0.0,4.0,0.00035,0.458,0.992,0.0419,0.34700000000000003,-1.836,0.113,0.414,164.97799999999995,NewBlood
Ghost,Traceless,Ghost,180677,False,42,6.0,0.0,4.0,0.0133,0.469,0.85,5.47e-05,0.14800000000000002,-3.865,0.124,0.435,146.97,NewBlood
Burn,Victims Aren't We All,Burn,189169,False,43,4.0,1.0,4.0,0.0229,0.575,0.7709999999999999,0.0,0.328,-6.62,0.0867,0.4970000000000001,99.938,NewBlood
Let It Die,Everyone Loves A Villain,Let It Die,197166,False,42,5.0,0.0,4.0,0.000296,0.35600000000000004,0.963,0.000435,0.34600000000000003,-4.216,0.15,0.35200000000000004,180.015,NewBlood
Vivication,Wretched Tongues,The Absence of Light,238815,True,24,0.0,1.0,4.0,6.17e-05,0.17800000000000002,0.994,0.0471,0.0924,-3.065,0.15,0.0708,139.77700000000002,NewBlood
Missingno. (177013),Desolate,Missingno. (177013),227125,True,40,0.0,0.0,4.0,3.07e-05,0.248,0.94,0.484,0.374,-3.898,0.306,0.391,178.843,NewBlood
Heartless,K Enagonio,Heartless,189295,True,26,6.0,0.0,4.0,0.000104,0.404,0.995,1.34e-06,0.595,-3.201,0.141,0.174,141.968,NewBlood
Maybe,Promise,Maybe,203062,False,34,11.0,0.0,3.0,0.000238,0.486,0.971,0.0,0.309,-4.7360000000000015,0.0503,0.294,109.965,NewBlood
Follow,Contracult Collective,FOLLOW,203993,False,39,6.0,1.0,4.0,3.53e-05,0.49,0.977,0.47,0.0916,-4.788,0.119,0.28600000000000003,129.981,NewBlood
The Rising Tide,The Five Hundred,The Rising Tide,240250,False,41,4.0,0.0,4.0,2.34e-06,0.467,0.993,0.000177,0.289,-1.876,0.128,0.179,120.002,NewBlood
Two Faced,The Fire & Fury,Two Faced,185335,True,35,4.0,0.0,4.0,0.006790000000000001,0.578,0.954,0.0,0.331,-4.239,0.3720000000000001,0.316,164.12099999999995,NewBlood
Echoes,Odd Palace,One Step Closer,227076,False,23,8.0,1.0,3.0,4.5e-05,0.28800000000000003,0.812,0.000109,0.293,-10.316,0.0795,0.426,93.218,NewBlood
Living With a Ghost,TrineATX,Living With a Ghost,225305,False,32,0.0,1.0,4.0,0.0006730000000000001,0.455,0.888,1.27e-05,0.15,-5.193,0.0715,0.27,159.944,NewBlood
The Spire,Saving Vice,Binary,211917,False,35,9.0,0.0,4.0,0.000606,0.304,0.976,0.16,0.368,-6.019,0.249,0.214,95.175,NewBlood
Mothohive,Iris Official,Mothohive,258782,False,37,8.0,1.0,3.0,0.0325,0.4,0.871,0.16399999999999998,0.17,-9.225,0.0725,0.454,172.535,NewBlood
Blindsight,Allt,Blindsight,314000,False,31,6.0,0.0,5.0,0.00111,0.197,0.945,0.0293,0.0803,-5.2429999999999986,0.0936,0.0727,156.292,NewBlood
Silence Is Louder,Emissary Echo,Silence Is Louder,217000,False,26,0.0,0.0,4.0,0.00152,0.257,0.935,0.0,0.128,-3.803,0.0811,0.214,139.773,NewBlood
Tarantism,Primal Instinct,Tarantism,216321,False,32,5.0,1.0,4.0,4.55e-05,0.472,0.748,7.61e-06,0.18,-7.049,0.0373,0.155,139.94299999999998,NewBlood
Stagnant,Lost Trees,Waking Life,290000,False,27,6.0,1.0,4.0,3.18e-05,0.551,0.994,0.0287,0.199,-4.032,0.159,0.382,120.025,NewBlood
Alive,Halcyon Wander,Alive,221100,False,30,9.0,1.0,4.0,6.85e-06,0.343,0.957,0.00557,0.103,-3.622,0.122,0.165,158.075,NewBlood
I Don't Want to Be Afraid Anymore,Prison,I Don't Want to Be Afraid Anymore,171901,False,40,11.0,0.0,4.0,0.000138,0.435,0.964,0.007659999999999998,0.337,-2.362,0.215,0.35,144.466,NewBlood
My Savior,Healer,Into the Fray,220462,False,25,11.0,0.0,5.0,0.000236,0.507,0.985,0.000643,0.111,-3.377,0.0811,0.12,114.974,NewBlood
Grip & Grudge,Hate Ritual,Grip & Grudge,217241,False,30,0.0,0.0,4.0,2.37e-06,0.371,0.995,0.965,0.311,-4.977,0.108,0.252,145.009,NewBlood
Divide,Assume Nothing,Divide,192851,False,45,8.0,1.0,4.0,0.000425,0.42,0.953,0.0334,0.118,-7.07,0.0556,0.242,101.19,NewBlood
Hopeless,Nerv,Hopeless,189303,False,46,4.0,0.0,3.0,0.0343,0.266,0.762,0.00228,0.14,-5.97,0.0536,0.177,83.101,NewBlood
Selected Poems,Sailor Hunter,Selected Poems,282734,True,23,7.0,1.0,3.0,3.2299999999999986e-05,0.202,0.97,0.0011,0.162,-3.114,0.207,0.133,194.846,NewBlood
Reticent,TrueShot,Reticent,186666,False,30,7.0,0.0,4.0,2.81e-05,0.484,0.936,0.000111,0.441,-2.757,0.233,0.354,134.096,NewBlood
A Forest of Blind Men,QUEEN KONA,A Forest of Blind Men,295652,False,24,4.0,0.0,4.0,0.000205,0.21600000000000005,0.964,0.00194,0.098,-3.902,0.208,0.202,138.004,NewBlood
How Low,VAK,How Low,406750,True,31,4.0,0.0,1.0,0.00192,0.401,0.8740000000000001,0.254,0.0893,-8.675,0.0749,0.279,156.904,NewBlood
All That We've Become,Neon Graves,All That We've Become,193558,True,31,1.0,1.0,4.0,0.000208,0.493,0.972,0.0578,0.203,-5.285,0.0423,0.218,105.011,NewBlood
King of Nothing,Lilyhammer,King of Nothing,221933,True,22,3.0,0.0,4.0,1.62e-05,0.377,0.897,8.32e-06,0.0766,-5.002,0.0471,0.431,160.096,NewBlood
Trap,DRILL,Mesotes,212408,False,22,11.0,0.0,4.0,2.1e-05,0.299,0.936,0.413,0.184,-8.127,0.101,0.156,122.017,NewBlood
Honey Oil,Aurora View,Honey Oil,208631,True,35,5.0,0.0,4.0,0.00025,0.516,0.858,0.155,0.2,-5.182,0.0465,0.47,150.09,NewBlood
Rewind Me,Seeds Of Mary,Rewind Me,223946,False,23,1.0,0.0,4.0,0.00247,0.521,0.915,2.55e-06,0.889,-4.163,0.0536,0.336,111.984,NewBlood
Deliverance,Fight the Fight,Deliverance,276637,False,19,2.0,1.0,4.0,4.89e-06,0.453,0.903,0.0587,0.0751,-5.192,0.0487,0.206,112.018,NewBlood
Kingdom,FALSET,Kingdom,284946,False,39,1.0,1.0,4.0,0.000439,0.54,0.8390000000000001,8.290000000000001e-05,0.0668,-7.2570000000000014,0.0702,0.337,110.011,NewBlood
Demon Eyes,ENMY,Demon Eyes,171758,False,45,6.0,1.0,4.0,2.31e-05,0.41,0.935,0.000752,0.446,-3.063,0.0571,0.503,90.964,NewBlood
